date,time,numSatellites,fix,latitude,longitude,altitude,usec,speed_ms,heading,pdop,hdop,vdop
2026-08-09,07:18:19,24,True,7.0081473,100.5033688,28.16,0,3.5,89.2,1.9,0.8,1.7
2026-08-09,07:18:20,24,True,7.0081472,100.5033748,27.84,0,3.8,88.2,1.9,0.8,1.7
2026-08-09,07:18:21,24,True,7.0081469,100.5033813,27.55,0,3.7,91.3,1.9,0.8,1.7
2026-08-09,07:18:22,24,True,7.0081454,100.5033875,27.27,0,3.8,97.1,1.9,0.8,1.7
2026-08-09,07:18:23,24,True,7.0081438,100.5033935,27.01,0,3.7,98.1,2.1,0.9,1.9
2026-08-09,07:18:24,24,True,7.0081434,100.5034001,26.76,0,3.8,91.9,2.1,0.9,1.9
2026-08-09,07:18:25,24,True,7.0081431,100.5034053,26.5,0,3.8,91.6,2.1,0.9,1.9
2026-08-09,07:18:26,24,True,7.0081425,100.5034128,26.23,0,3.9,93.2,2.1,0.9,1.9
2026-08-09,07:18:27,24,True,7.0081425,100.5034194,25.99,0,3.9,90.3,1.9,0.8,1.7
2026-08-09,07:18:28,24,True,7.0081415,100.503428,25.75,0,3.8,95.1,2.1,0.9,1.9
2026-08-09,07:18:29,24,True,7.0081409,100.5034356,25.52,0,3.8,92,1.9,0.8,1.7
2026-08-09,07:18:30,24,True,7.0081405,100.5034426,25.28,0,3.7,90.2,1.9,0.8,1.7
2026-08-09,07:18:31,24,True,7.0081396,100.5034497,25.05,0,3.7,93,1.9,0.8,1.7
2026-08-09,07:18:32,24,True,7.0081388,100.5034572,24.83,0,3.6,94.4,1.9,0.8,1.7
2026-08-09,07:18:33,24,True,7.0081386,100.5034635,24.65,0,3.6,89,1.9,0.8,1.7
2026-08-09,07:18:34,24,True,7.0081382,100.5034714,24.49,0,3.6,90.7,2.1,0.9,1.9
2026-08-09,07:18:35,24,True,7.0081372,100.5034802,24.34,0,3.8,94.3,1.9,0.8,1.7
2026-08-09,07:18:36,24,True,7.0081371,100.5034906,24.21,0,3.8,92,1.9,0.8,1.7
2026-08-09,07:18:37,24,True,7.0081363,100.5034992,24.1,0,3.8,95.7,1.9,0.8,1.7
2026-08-09,07:18:38,24,True,7.0081358,100.5035077,24,0,3.8,94.9,1.9,0.8,1.7
2026-08-09,07:18:39,24,True,7.008136,100.5035171,23.91,0,3.9,91.9,2.1,0.9,1.9
2026-08-09,07:18:40,24,True,7.0081355,100.5035268,23.84,0,4,93.8,1.9,0.8,1.7
2026-08-09,07:18:41,24,True,7.0081349,100.5035349,23.77,0,4,93.9,1.9,0.8,1.7
2026-08-09,07:18:42,24,True,7.008134,100.5035428,23.7,0,3.9,97.2,1.9,0.8,1.7
2026-08-09,07:18:43,24,True,7.0081331,100.5035519,23.63,0,4,94.9,1.9,0.8,1.7
2026-08-09,07:18:44,24,True,7.0081321,100.5035614,23.55,0,4.1,94.1,1.9,0.8,1.7
2026-08-09,07:18:45,24,True,7.0081311,100.5035711,23.46,0,4.1,94.9,1.9,0.8,1.7
2026-08-09,07:18:46,24,True,7.0081308,100.5035798,23.38,0,4.1,91.8,2.1,0.9,1.9
2026-08-09,07:18:47,24,True,7.0081307,100.5035889,23.31,0,4.1,89.9,2.3,1,2.1
2026-08-09,07:18:48,24,True,7.0081296,100.5035987,23.23,0,4.1,96.5,2.1,0.9,1.9
2026-08-09,07:18:49,24,True,7.00813,100.5036076,23.15,0,4.1,90.9,2.1,0.9,1.9
2026-08-09,07:18:50,24,True,7.0081289,100.5036161,23.08,0,3.9,96.3,1.9,0.8,1.7
2026-08-09,07:18:51,24,True,7.0081295,100.5036254,23.02,0,3.9,85.9,1.9,0.8,1.7
2026-08-09,07:18:52,24,True,7.0081284,100.5036355,22.98,0,4,96.1,1.9,0.8,1.7
2026-08-09,07:18:53,24,True,7.0081274,100.5036451,22.96,0,4.1,97.3,1.9,0.8,1.7
2026-08-09,07:18:54,24,True,7.0081271,100.5036545,22.96,0,4.1,93.1,1.9,0.8,1.7
2026-08-09,07:18:55,24,True,7.0081264,100.5036647,22.95,0,4.2,96.8,2.1,0.9,1.9
2026-08-09,07:18:56,24,True,7.008127,100.5036748,22.94,0,4.2,89.5,2.1,0.9,1.9
2026-08-09,07:18:57,24,True,7.0081275,100.503684,22.95,0,4.1,88.9,1.9,0.8,1.7
2026-08-09,07:18:58,24,True,7.0081271,100.5036939,22.97,0,4.1,93.3,2.1,0.9,1.9
2026-08-09,07:18:59,24,True,7.0081258,100.5037031,23,0,4.1,94.9,2.1,0.9,1.9
2026-08-09,07:19:00,24,True,7.0081257,100.5037132,23.04,0,4.2,91.1,1.9,0.8,1.7
2026-08-09,07:19:01,24,True,7.0081242,100.5037222,23.06,0,4.2,98.8,2.1,0.9,1.9
2026-08-09,07:19:02,24,True,7.0081234,100.5037301,23.08,0,4.1,93.2,2.1,0.9,1.9
2026-08-09,07:19:03,24,True,7.0081236,100.5037393,23.09,0,4.1,91.7,2.1,0.9,1.9
2026-08-09,07:19:04,24,True,7.0081237,100.5037498,23.11,0,4.1,92.4,1.9,0.8,1.7
2026-08-09,07:19:05,24,True,7.0081227,100.5037593,23.12,0,4.1,95.5,1.9,0.8,1.7
2026-08-09,07:19:06,24,True,7.0081214,100.50377,23.12,0,4.2,96.6,1.9,0.8,1.7
2026-08-09,07:19:07,24,True,7.0081204,100.5037771,23.13,0,4.1,92.6,1.9,0.8,1.7
2026-08-09,07:19:08,24,True,7.0081199,100.5037852,23.15,0,3.9,89.2,1.9,0.8,1.7
2026-08-09,07:19:09,24,True,7.0081199,100.5037928,23.18,0,4,87.9,1.9,0.8,1.7
2026-08-09,07:19:10,24,True,7.0081188,100.5038004,23.17,0,4,93.2,2.1,0.9,1.9
2026-08-09,07:19:11,24,True,7.0081178,100.5038088,23.15,0,4,93.4,2.1,0.9,1.9
2026-08-09,07:19:12,24,True,7.0081174,100.5038175,23.12,0,3.9,91.7,2.1,0.9,1.9
2026-08-09,07:19:13,24,True,7.0081172,100.5038254,23.09,0,3.8,89,1.9,0.8,1.7
2026-08-09,07:19:14,24,True,7.0081168,100.5038347,23.09,0,3.9,92.1,1.9,0.8,1.7
2026-08-09,07:19:15,24,True,7.0081166,100.5038433,23.09,0,3.9,91.2,1.9,0.8,1.7
2026-08-09,07:19:16,24,True,7.0081162,100.5038528,23.1,0,3.9,94.3,1.9,0.8,1.7
2026-08-09,07:19:17,24,True,7.0081155,100.5038616,23.09,0,4,96.8,2.1,0.9,1.9
2026-08-09,07:19:18,24,True,7.0081153,100.5038688,23.08,0,3.9,89.6,1.9,0.8,1.7
2026-08-09,07:19:19,24,True,7.0081141,100.5038768,23.05,0,3.9,98.3,1.9,0.8,1.7
2026-08-09,07:19:20,24,True,7.0081129,100.5038859,23.03,0,3.9,94.5,2.1,0.9,1.9
2026-08-09,07:19:21,24,True,7.0081116,100.5038955,22.99,0,4.1,94.3,1.9,0.8,1.7
2026-08-09,07:19:22,24,True,7.0081104,100.5039046,22.92,0,4,98.8,2.1,0.9,1.9
2026-08-09,07:19:23,24,True,7.0081109,100.503913,22.84,0,4.1,91.3,1.9,0.8,1.7
2026-08-09,07:19:24,24,True,7.0081111,100.503921,22.78,0,3.9,89.1,1.9,0.8,1.7
2026-08-09,07:19:25,24,True,7.0081116,100.5039307,22.72,0,3.9,89.4,2.1,0.9,1.9
2026-08-09,07:19:26,24,True,7.0081119,100.5039395,22.67,0,3.9,91.6,1.9,0.8,1.7
2026-08-09,07:19:27,24,True,7.0081117,100.503948,22.64,0,3.8,90.9,1.9,0.8,1.7
2026-08-09,07:19:28,24,True,7.0081117,100.5039563,22.6,0,3.8,94.4,1.9,0.8,1.7
2026-08-09,07:19:29,24,True,7.0081106,100.5039651,22.53,0,3.9,98.9,1.9,0.8,1.7
2026-08-09,07:19:30,24,True,7.0081101,100.5039731,22.47,0,3.9,93.8,2.1,0.9,1.9
2026-08-09,07:19:31,24,True,7.0081099,100.5039813,22.43,0,3.7,92.3,2.1,0.9,1.9
2026-08-09,07:19:32,24,True,7.0081098,100.5039908,22.4,0,3.8,90.8,2.1,0.9,1.9
2026-08-09,07:19:33,24,True,7.0081093,100.5039993,22.38,0,3.8,91.9,1.9,0.8,1.7
2026-08-09,07:19:34,24,True,7.0081088,100.5040068,22.37,0,3.8,93.5,1.9,0.8,1.7
2026-08-09,07:19:35,24,True,7.0081071,100.5040137,22.36,0,3.9,97.2,1.9,0.8,1.7
2026-08-09,07:19:36,24,True,7.0081077,100.5040221,22.34,0,3.8,85.3,1.9,0.8,1.7
2026-08-09,07:19:37,24,True,7.0081071,100.5040312,22.32,0,3.8,91.9,1.9,0.8,1.7
2026-08-09,07:19:38,24,True,7.0081058,100.5040404,22.3,0,3.7,94.5,1.9,0.8,1.7
2026-08-09,07:19:39,24,True,7.0081045,100.5040492,22.29,0,3.8,93.9,1.9,0.8,1.7
2026-08-09,07:19:40,24,True,7.0081036,100.5040563,22.25,0,3.7,98.1,1.9,0.8,1.7
2026-08-09,07:19:41,24,True,7.0081033,100.504064,22.21,0,3.8,91.6,2.1,0.9,1.9
2026-08-09,07:19:42,24,True,7.0081031,100.5040711,22.17,0,3.6,91.3,1.7,0.8,1.5
2026-08-09,07:19:43,24,True,7.0081019,100.5040806,22.13,0,3.8,96.3,1.7,0.8,1.5
2026-08-09,07:19:44,24,True,7.008102,100.5040895,22.1,0,3.7,88.7,1.7,0.8,1.5
2026-08-09,07:19:45,24,True,7.008102,100.5040983,22.07,0,3.8,93.3,1.7,0.8,1.5
2026-08-09,07:19:46,24,True,7.0081011,100.5041082,22.05,0,3.8,96.8,1.7,0.8,1.5
2026-08-09,07:19:47,24,True,7.0081012,100.5041184,22.03,0,3.8,91,1.7,0.8,1.5
2026-08-09,07:19:48,24,True,7.0081002,100.5041277,22.01,0,3.9,95.1,1.7,0.8,1.5
2026-08-09,07:19:49,24,True,7.0080994,100.5041375,21.97,0,3.9,93.2,1.7,0.8,1.5
2026-08-09,07:19:50,24,True,7.008098,100.5041456,21.91,0,3.9,96.7,1.7,0.8,1.5
2026-08-09,07:19:51,24,True,7.0080971,100.5041537,21.86,0,3.9,94.7,1.7,0.8,1.5
2026-08-09,07:19:52,24,True,7.0080969,100.5041628,21.82,0,4.1,91.3,1.7,0.8,1.5
2026-08-09,07:19:53,24,True,7.0080971,100.5041733,21.8,0,4.1,90.2,1.7,0.8,1.5
2026-08-09,07:19:54,24,True,7.0080965,100.504181,21.73,0,3.8,95.9,1.7,0.8,1.5
2026-08-09,07:19:55,24,True,7.0080962,100.5041882,21.63,0,4,93.5,1.6,0.7,1.4
2026-08-09,07:19:56,24,True,7.0080957,100.5041959,21.53,0,4.1,96.5,1.8,0.8,1.6
2026-08-09,07:19:57,24,True,7.0080952,100.5042045,21.45,0,3.8,96.5,1.7,0.8,1.5
2026-08-09,07:19:58,24,True,7.0080938,100.5042139,21.37,0,3.9,98.1,1.6,0.7,1.4
2026-08-09,07:19:59,24,True,7.0080919,100.5042229,21.3,0,3.9,100.7,1.6,0.7,1.4
2026-08-09,07:20:00,24,True,7.0080921,100.5042326,21.25,0,3.7,89.1,1.6,0.7,1.4
2026-08-09,07:20:01,24,True,7.0080918,100.5042419,21.21,0,3.9,92.6,1.5,0.7,1.3
2026-08-09,07:20:02,24,True,7.0080918,100.5042505,21.16,0,3.9,90.5,1.5,0.7,1.3
2026-08-09,07:20:03,24,True,7.0080921,100.5042589,21.08,0,3.8,88.2,1.5,0.7,1.3
2026-08-09,07:20:04,24,True,7.0080915,100.504268,21.01,0,3.8,92.8,1.5,0.7,1.3
2026-08-09,07:20:05,24,True,7.0080906,100.5042785,20.93,0,3.8,93.6,1.5,0.7,1.3
2026-08-09,07:20:06,24,True,7.0080894,100.5042882,20.89,0,3.7,95.9,1.5,0.7,1.3
2026-08-09,07:20:07,24,True,7.0080879,100.5042974,20.85,0,3.8,96.2,1.5,0.7,1.3
2026-08-09,07:20:08,24,True,7.0080871,100.504306,20.82,0,3.8,94.3,1.6,0.8,1.4
2026-08-09,07:20:09,24,True,7.0080858,100.504314,20.78,0,3.8,97.8,1.5,0.7,1.3
2026-08-09,07:20:10,24,True,7.0080854,100.5043232,20.73,0,3.8,92.2,1.5,0.7,1.3
2026-08-09,07:20:11,24,True,7.0080838,100.5043325,20.67,0,3.8,97.3,1.5,0.7,1.3
2026-08-09,07:20:12,24,True,7.0080824,100.5043427,20.61,0,3.9,95,1.5,0.7,1.3
2026-08-09,07:20:14,24,True,7.0080802,100.5043623,20.51,0,4,96.2,1.5,0.7,1.3
2026-08-09,07:20:15,24,True,7.0080791,100.5043714,20.44,0,4,100.1,1.6,0.8,1.4
2026-08-09,07:20:16,24,True,7.0080779,100.5043818,20.35,0,3.9,99.8,1.6,0.8,1.4
2026-08-09,07:20:17,24,True,7.008078,100.5043898,20.22,0,3.5,93.8,1.6,0.8,1.4
2026-08-09,07:20:18,24,True,7.0080779,100.5043984,20.07,0,3.8,96.4,1.5,0.7,1.3
2026-08-09,07:20:19,24,True,7.0080781,100.5044061,19.91,0,3.8,94.3,1.6,0.8,1.4
2026-08-09,07:20:20,24,True,7.0080786,100.5044139,19.77,0,3.9,93.1,1.6,0.8,1.4
2026-08-09,07:20:21,24,True,7.008079,100.5044227,19.66,0,3.9,92.9,1.6,0.8,1.4
2026-08-09,07:20:22,24,True,7.0080779,100.5044315,19.57,0,3.9,96.9,1.6,0.8,1.4
2026-08-09,07:20:23,24,True,7.0080776,100.5044409,19.5,0,3.9,92.5,1.5,0.7,1.3
2026-08-09,07:20:24,24,True,7.0080766,100.5044503,19.45,0,4,97.6,1.5,0.7,1.3
2026-08-09,07:20:25,24,True,7.008077,100.5044593,19.41,0,4,89.4,1.5,0.7,1.3
2026-08-09,07:20:26,24,True,7.0080766,100.5044693,19.39,0,4.1,91.8,1.6,0.8,1.4
2026-08-09,07:20:27,24,True,7.0080763,100.504478,19.37,0,4.1,91.2,1.6,0.8,1.4
2026-08-09,07:20:28,24,True,7.0080753,100.5044868,19.38,0,4,92.8,1.6,0.8,1.4
2026-08-09,07:20:29,24,True,7.0080743,100.5044965,19.41,0,4,94.2,1.6,0.8,1.4
2026-08-09,07:20:30,24,True,7.0080729,100.5045065,19.47,0,4.1,95.8,1.5,0.7,1.3
2026-08-09,07:20:31,24,True,7.0080719,100.5045162,19.55,0,4,94.3,1.5,0.7,1.3
2026-08-09,07:20:32,24,True,7.0080715,100.5045254,19.65,0,4.1,92.2,1.5,0.7,1.3
2026-08-09,07:20:33,24,True,7.008071,100.5045352,19.72,0,4.2,93,1.5,0.7,1.3
2026-08-09,07:20:34,24,True,7.0080695,100.5045449,19.79,0,4.2,99.9,1.5,0.7,1.3
2026-08-09,07:20:35,24,True,7.0080687,100.5045546,19.86,0,4.2,97,1.5,0.7,1.3
2026-08-09,07:20:36,24,True,7.0080674,100.5045656,19.92,0,4.3,98.2,1.5,0.7,1.3
2026-08-09,07:20:37,24,True,7.0080666,100.5045755,19.97,0,4.2,96.4,1.5,0.7,1.3
2026-08-09,07:20:38,24,True,7.0080655,100.5045853,20.02,0,4.2,100,1.5,0.7,1.3
2026-08-09,07:20:39,24,True,7.0080654,100.5045941,20.05,0,4.2,94.4,1.5,0.7,1.3
2026-08-09,07:20:40,24,True,7.0080649,100.5046032,20.08,0,4.2,99,1.6,0.8,1.4
